Track name,Artist name,Album,ISRC,Duration,Year,Month,Day
Everything Gone,Mujo,Better Days,GBKQU2191181,279,2015,8,12
Northern Lights,Tibeauthetraveler,Motions,GBKQU2121982,126,2001,4,17
Close Your Eyes,cxlt.,Your Light,GBLV62122727,289,2006,6,8
a sign from her,Mau,Les jours d'après,GBKQU2276645,250,2016,9,26
Savoured Breath,Mondo Loops,Forest Kingdom,GBKQU2273139,247,2020,9,23
Thinking of You,Oatmello,Simple Things,GBKQU2180616,119,1995,9,10
Floating Clouds,Osaki,Evergarden,GBKQU2266817,258,2018,1,3
Overgrown Piano,Mondo Loops,Forest Kingdom,GBKQU2273145,182,1998,8,14
Parallel Worlds,Osaki,Rooftop Memories,GBLV62130819,260,2006,10,29
"We're home, Now",softy,The Day I Passed,GBKQU2260596,110,2002,3,3
Spend Some Time,goosetaf,Perpetual,TCAER2097668,297,1993,1,15
Moonlight Glaze,sinnr,Sunday Morning,GBKQU2228191,115,1993,6,28
Mystic Mountain,Purrple Cat,Soothing Breeze,GBKQU2189459,172,2010,4,2
Remembering You,fourwalls,Staring Contest,GBKQU2102731,115,2004,4,1
Under The Stars,Laffey,Forever Changing,GBLV62030597,137,2012,10,27
Almost Dreaming,Enluv,Cloud Studies,GBKQU2142816,257,2012,10,12
Ethereal Nights,SCayos,Ethereal Nights,GBKQU2179618,274,1996,5,27
The End of Fall,Swink,Notes From Yesterday,GBKQU2177827,268,2006,9,23
Winds of Change,Nogymx,Mirage of the Mind,GBKQU2210850,226,1998,4,16
After The Storm,WYS,The Way Back,GBKQU2188280,162,2019,6,3
Me Porto Bonito,Bad Bunny,Un Verano Sin Ti,QM6MZ2214877,263,2000,8,29
Me Porto Bonito,Bad Bunny,Un Verano Sin Ti,QM6MZ2214877,133,2011,4,5
I Ain't Worried,OneRepublic,"I Ain't Worried (Music From The Motion Picture ""Top Gun: Maverick"")",USUM72206227,282,1995,8,26
I'm Good (Blue),David Guetta,I'm Good (Blue),UKWLG2200055,211,2008,8,26
About Damn Time,Lizzo,Special,USAT22203704,223,1995,4,13
Sweater Weather,The Neighbourhood,I Love You.,USSM11300080,248,2019,10,18
Blinding Lights,The Weeknd,After Hours,USUG11904206,144,1990,7,14
Mary On A Cross,Ghost,Seven Inches Of Satanic Panic,USC4R1902750,209,2008,6,29
The Zephyr Song,Red Hot Chili Peppers,By the Way (Deluxe Edition),USWB10201693,276,2013,8,11
Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),USWB19900690,155,2002,7,30
One Step Closer,Linkin Park,Hybrid Theory (Bonus Edition),USWB10002399,148,2022,6,15
Amor Regresa Ya,Grupo Kual Dinastia Pedraza,Reevolucion,QM7281824826,187,1996,5,20
Strings Attached,Nu Aspect,Strings Attached,DES232200330,224,2020,5,21
Through the Fire,PALASTIC,Through the Fire,DES232200240,179,2000,2,1
Over My Shoulder,MAGNUS,Over My Shoulder,DES232200120,261,2021,4,25
Get Through This,Nathan C,Get Through This,DES232100540,291,2002,11,17
Que Te Vaya Bien,Julión Álvarez y su Norteño Banda,Que Te Vaya Bien,QZ7HP1800030,131,1995,7,28
Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,QM6MZ2214878,179,2011,7,23
Mis Sentimientos,Los Ángeles Azules,Pachangón Sonidero,MXUM70801270,130,1992,7,20
Que Te Vaya Bien,Grupo Jalado,Que Te Vaya Bien,ushm81761449,114,1997,9,24
Cumbia Campirana,Super Grupo Colombia,Cumbia Campirana,MXF550808660,114,1991,6,30
La Chica de Humo,Zorro,Éxitos del Momento en Cumbia,MXF149000351,267,1991,6,30
Vida No Te Vayas,Los Yaguarú,Corazoncito Pum Pum,MXF331110430,284,2008,5,13
Antes Que al Mío,Los Ángeles Azules,Esto Sí Es Cumbia,MX1721600901,115,1996,5,20
Cumbia del Monte,Pedro Laza,Cumbias y Gaitas Famosas de Colombia (Vol. 2),COF016300252,219,2016,11,9
Gavilán O Paloma,Grupo Cañaveral De Humberto Pabón,Disco Cumbia México (2),MXUM61300031,212,2014,9,12
Memories We Made,No Spirit,Memories We Made,GBKQU2090845,242,1992,5,24
Satellite Nights,drkmnd,Satellite Nights,TCAEP2080698,227,2010,1,30
Equation Of Time,Hoogway,Equation Of Time,GBKQU2278073,130,2017,7,17
A Letter For You,Osaki,Evergarden,GBKQU2266820,249,2022,11,17
That Old Feeling,softy,The Day I Passed,GBKQU2260599,186,2022,5,23
Distant Thoughts,Towerz,Until Tomorrow,GBLV62021257,114,2007,7,24
Whispers of Eden,Nogymx,Mirage of the Mind,GBKQU2210847,292,2004,6,23
Reassuring Skies,Lenny Loops,Tender Memories,GBKQU2121131,276,2005,11,13
Forever Changing,Laffey,Forever Changing,GBLV62030592,186,1997,9,14
Birds In The Sky,Mindeliq,New Horizons,GBLV62120446,113,1991,11,2
Dreaming of Snow,Otaam,Cozy Winter,GBKQU2101984,235,2013,4,19
Heart of the Sea,Charlee Nguyen,Amidst the Seven Seas,GBLV62119375,142,2004,2,27
Walking Together,Mindeliq,New Horizons,GBLV62120444,255,2002,7,24
Birth Of A Cloud,Dimension 32,Aeolia,GBKQU2225003,252,2001,10,23
Mind Over Matter,Project AER,Growth Patterns,GBKQU2119503,190,2001,2,15
Vibrant feelings,eugenio izzi,Necessary Changes,GBKQU2208638,173,1998,10,22
Bumpin on Sunset,BluntOne,A Day in the Life,GBKQU2201071,119,2007,11,24
Teahouse Spirits,Kalaido,Ghosts of the Floating World,GBKQU2146499,297,2005,6,23
Dreams We Shared,Jhove,Golden Hour,GBKQU2150383,174,2005,7,12
Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,QM6MZ2214878,273,1992,1,29
Que Te Vaya Bien,Julión Álvarez y su Norteño Banda,Que Te Vaya Bien,QZ7HP1800030,223,1993,1,2
Tití Me Preguntó,Bad Bunny,Un Verano Sin Ti,QM6MZ2214878,278,2009,9,14
Here Without You,3 Doors Down,Away From The Sun,USUR10200764,259,1997,12,12
She Loves Me Not,Papa Roach,lovehatetragedy,USDW10200130,263,2000,9,7
Where Are You Now,Lost Frequencies,Where Are You Now,BEHP42100067,153,2005,12,25
All I Want Is You,exclap,All I Want Is You,DES232100530,179,2000,8,5
Nos Comemos Vivos,Maluma,Nos Comemos Vivos,USSD12200205,220,2013,4,14
Baila Esta Cumbia,Selena,La Leyenda (Version Super Deluxe),USEL19000651,123,1990,7,14
Echarme Al Olvido,Grupo Cañaveral De Humberto Pabón,"Grupo Cañaveral, Vol. III",MXF331110556,185,1993,3,4
Existe Un Corazón,Los Ángeles Azules,Alas Al Mundo,MXUM71000601,258,2005,11,12
Me Haces Falta Tú,Los Ángeles Azules,Pachangón Sonidero,MXUM70801273,171,2004,10,15
Tenías Que Ser Tú,Silvana Estrada,Tenías Que Ser Tú,QZ5AB1888106,283,1997,8,28
Trapeaste conmigo,Grupo Mojado,Exitos de colección Vol. II,MXF169900142,170,1999,9,4
Ojitos Mentirosos,Tropicalísimo Apache,21 Black Jack (Nueva Edición Remasterizada),MXF119902515,218,2003,2,17
Cumbia Sampuesana,Aniceto Molina,Puro Cumbion,USJ3V1350639,184,1997,7,7
Las Amo a Las Dos,Cumbias Poblanas,Cumbia Pa' seguir Bailando,TCACW1741948,189,2015,10,12
Corazón Solitario,Alberto Pedraza,Guarachando,USDHM1724795,213,2002,6,20
Corazón Enamorado,Super Grupo Colombia,Super Grupo Colombia,MXF550513626,209,2013,7,9
Enbrujo De Cumbia,Bohio,Del Barrio Para El Barrio (Vol. 1),USKH40502225,163,2017,8,12
Sabes A Chocolate,Kumbia Kings,Sabes A Chocolate,USEL10400093,145,2001,2,20
Me Vas A Recordar,Los Angeles De Charly,La Magia Del Amor,USFI29901106,255,1998,1,24
Cumbia de Polanco,Astros de Mendoza,Cumbia de Polanco,US7VG1644252,260,2005,10,15
As Above So Below,No Spirit,Between Worlds,GBKQU2278942,113,2006,9,3
accords de minuit,Mau,Les jours d'après,GBKQU2276652,265,2015,1,25
Someone I've Lost,Hoogway,Equation Of Time,GBKQU2278072,170,2007,4,15
"7am, This Morning",softy,The Day I Passed,GBKQU2260594,222,1999,1,1
Reborn from Ashes,Raimu,Meditative Flow,GBLV62112379,291,2011,8,29
Time Stands Still,Purrple Cat,Adventure Island,GBKQU2167641,102,2022,8,2
alone in the void,j'san,outer space,GBKQU2101034,193,2017,4,22
"I love you, sorry",Kinissue,Imperfect,GBKQU2232685,262,2015,7,1
Stars on the Roof,Chau Sara,Time Travel,GBLV62115444,191,2006,8,19
Lessons in Nature,Phlocalyst,Roadwalks,GBLV62122214,134,1994,9,23
Beyond The Dreams,Hevi,Before It's Late,GBKQU2107942,186,2019,9,24
Things In Between,Blue Wednesday,In My Head,GBLV62116232,149,2022,8,11
Fuera del mercado,Danny Ocean,@dannocean,USWL12200098,125,1990,8,5
Super Freaky Girl,Nicki Minaj,Queen Radio: Volume 1,USUM72215262,133,2019,11,26
Until I Found You,Stephen Sanchez,Easy On My Eyes,USUG12103651,176,2003,1,17
Times Are Changing,Astrality,Times Are Changing,DES232200290,160,2010,8,3
I Don't Wanna Know,SOMMA,I Don't Wanna Know,DES232000220,211,1998,9,25
How Do I Sleep Now,Dallerium,How Do I Sleep Now,DES232100340,214,2003,9,10
Siempre Pendientes,Peso Pluma,Siempre Pendientes,QM6P42200426,183,2005,12,15
Los Botones Azules,Junior H,Mi Vida En Un Cigarro 2,USWL12200130,123,2021,3,27
Late Night Talking,Harry Styles,Harry's House,USSM12200610,100,2013,11,27
Sin Ti No Sé Vivir,Los Ángeles Azules,Pachangón Sonidero,MXUM70801375,299,2004,6,25
Súbale Hay Lugares,El Chevo,Súbale Hay Lugares,TCACI1597684,214,1992,6,9
Sergio el Bailador,Bronco,Sergio El Bailador,MXF010000817,229,1999,1,31
Ramito De Violetas,Mi Banda El Mexicano,Grupo El Mexicano,MXF369332433,288,2012,12,4
La Cumbia Te Llama,Aaron Y Su Grupo Ilusion,Un Poco Locos (Edición De Lujo),MXUM71900239,121,2011,9,19
Guaracha Sabrosona,Alberto Pedraza,Guaracha Sabrosona,USDHM1519312,110,2012,6,15
La Rumba Quimbumba,Grupo Kual? Dinastia Pedraza Es Grupo Kein?,Para Que La Cuña Apriete,USAGX0501363,257,2000,11,20
Cumbia En La Playa,Grupo Kual?,Cumbiando Este 5 De Mayo,USAGX0506620,100,1994,9,1
Una Ráfaga de Amor,Rafaga,Lo mejor de Ráfaga,ARF060500240,206,1993,9,10
Brindo por Tu Amor,Los Chipis,Sonideras Peruanas: Cumbias & Guarachas Limpias,PEIF21802277,135,2002,10,15
The Lasting Memory,Mondo Loops,Forest Kingdom,GBKQU2273138,107,2005,7,5
Waiting For A Sign,softy,Another Life,GBKQU2232197,236,1996,1,20
Invisible Medicine,squeeda,Lost World,GBKQU2188321,269,2020,6,5
Watching the Stars,Oatmello,Simple Things,GBKQU2180621,186,1996,8,12
Mirrors of Our Sky,Elijah Lee,My Memoir,GBKQU2206110,224,2007,9,3
Lessons We Learned,Sitting Duck,Wonderland Chapter II,GBKQU2137124,130,2020,8,12
Magical Connection,Peak Twilight,Departure,GBKQU2147436,120,1994,5,16
Everything We Need,Hoogway,Moments To Keep,GBKQU2199713,169,1991,12,25
Siempre Pendientes,Peso Pluma,Siempre Pendientes,QM6P42200426,189,2013,9,12
Los Botones Azules,Junior H,Mi Vida En Un Cigarro 2,USWL12200130,189,2003,4,21
Late Night Talking,Harry Styles,Harry's House,USSM12200610,259,1992,12,9
Here Comes the Rush,Harrison,Here Comes the Rush,DES232200180,140,2022,7,23
Burn Me Like a Fire,Bullet,Burn Me Like a Fire,DES232200130,134,2005,6,3
El Paso del Gigante,Sonador,Deficit,US5940800002,123,2016,4,20
Todo Me Gusta De Ti,Aaron Y Su Grupo Ilusion,Cumbias Sonideras Románticas,MXUM70800693,121,2017,11,24
Nunca Es Suficiente,Los Ángeles Azules,Esto Sí Es Cumbia,MX1721600892,249,2008,6,15
Pedacito De Mi Vida,Tiberio Y Sus Gatos Negros,Especial Tropical Vol.2,TCADE1743210,131,2007,2,10
Te Vas a Arrepentir,La Nueva Luna,Los Más Queridos,ARG601012417,164,2009,1,28
El Paso Del Gigante,Grupo Sonador,Los Reyes De Los Sonidos,QMHUY1453190,156,1999,1,27
Pedacito De Mi Vida,Alberto Barros,Tributo a La Cumbia Colombiana 2,TCABR1394854,262,2020,5,2
Jinetes En El Cielo,Los Beltons,Sonideras Peruanas: Cumbias & Guarachas Limpias,PEIFP2100297,110,1995,5,8
Cabin In The Forest,xander.,Daydreaming,GBKQU2161422,277,2020,10,9
Expressive Emotions,Krynoze,Pawmises,GBKQU2271782,230,1995,10,11
Beauty In All Forms,Hoogway,Beauty In All Forms,GBKQU2161383,181,2018,3,29
The Path You Choose,BVG,Soothing Breeze,GBKQU2189467,175,1994,7,28
Under A Wishing Sky,Lilac,Lanterns,GBLV62030163,129,2012,6,2
When We're Together,Tibeauthetraveler,Travel Buddies,GBKQU2224995,108,2013,1,16
Dancing in the Dark,Mondo Loops,Nature's Beauty,GBKQU2229365,196,2021,6,12
Healthy Distraction,less.people,One Day It's Over,GBLV62040587,104,2019,12,28
Beyond The Boundary,Osaki,Rooftop Memories,GBLV62130821,258,2000,4,5
Después de la Playa,Bad Bunny,Un Verano Sin Ti,QM6MZ2214876,128,2012,12,27
Under The Influence,Chris Brown,Indigo (Extended),USRC11902743,224,2017,5,28
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,USGF18714809,258,1991,5,13
Don't Forget My Love,Diplo,Don't Forget My Love,USZ4V2200009,174,2003,9,3
Stare Into Your Eyes,exclap,Stare Into Your Eyes,DES232200280,298,1997,12,29
El Listón De Tu Pelo,Los Ángeles Azules,Singles,MXUM70801265,250,2009,2,20
"Suavecito, Suavecito",Laura Leon,20 Tropiéxitos,MX2620281818,281,2000,11,13
Cumbia De Los Monjes,Super Grupo G,Gran Encuentro,MXUM71400479,240,2017,10,14
No Te Voy A Perdonar,Grupo Cañaveral De Humberto Pabón,"No Te Voy A Perdonar, Volumen 4",MXF331110595,162,2007,6,7
Me Ganaron Tu Cariño,Wence Y Su Grupo,Ritmo Nuevo,CA5KR1832700,125,2008,12,6
El Verde De Tus Ojos,Los Yes Yes,Serie 20 Exitos Los Yes Yes,USA2P0708545,174,2012,8,2
Amor a Primera Vista,Los Ángeles Azules,Amor a Primera Vista,MX1721901080,212,1991,10,18
Cumbia De La Alberca,Cumbias Sonideras,Mejor Que El Wepa,CA5KR1848117,151,2015,11,26
Sonidos Del Silencio,Guacharacos de Colombia,Sonando Sus Temas Clasicos,TCADX1826966,290,1992,3,3
Te Tengo Que Olvidar,ICC,Rompiendo las Reglas de la Cumbia,TCACZ1779413,280,1997,11,21
El Baile De San Juan,Grupo La Chomba,Con Musica Del Barrio y Para El Barrio,CA5KR1566242,199,1991,12,29
Hasta El Cielo Lloro,Grupo Cañaveral De Humberto Pabón,Hasta El Cielo Lloro,MXF331110618,109,2022,5,13
La Kumbia del Wirito,Grupo Kual Dinastia Pedraza,Musika de Barrios,QM6N21867257,171,1995,5,21
El Gigante De Hierro,Grupo Sonador,Lo Nuevo Y...Lo Mejor,QMHUY1452432,155,1996,12,2
El baile del gavilán,Chicos de Barrio,Dominando y Controlando,MXF160001102,173,1995,10,3
La Diosa Del Oriente,Los Orientales de Paramonga,Sonideras Peruanas: Cumbias & Guarachas Limpias,QMFME2135529,198,1991,9,15
Visions In The Swamp,Mondo Loops,Forest Kingdom,GBKQU2273142,218,2002,2,9
when i close my eyes,Jhove,dream tapes,GBKQU2176911,244,1990,8,12
Above The Quiet City,cxlt.,Somewhere In Time,GBKQU2150899,292,2006,12,9
Dreams Can Come True,BVG,Floating Dreams,GBKQU2162622,270,2022,7,8
You've Forgotten How,Ky akasha,Memory Within A Dream,GBLV62041806,198,2000,4,25
We Met In the Forest,Raimu,Sons of the Dew,GBKQU2141249,273,2018,12,29
"eyes shut, mind open",tomcbumpz,Melodic Nostalgic,GBKQU2104207,262,2016,6,5
Si Te Pudiera Mentir,Calibre 50,Simplemente Gracias,QM2EJ1500417,284,1995,4,24
Wherever You Will Go,The Calling,Camino Palmero,USRC10001047,174,2016,3,18
Pongámonos De Acuerdo,Julión Álvarez y su Norteño Banda,El Aferrado,MX4881500002,279,2021,12,31
Una Noche en Medellín,Cris Mj,Una Noche en Medellín,QM4TW2218961,106,1999,11,26
Cómo Te Voy A Olvidar,Los Ángeles Azules,Singles,MXUM70801264,280,2021,1,30
Muchachita Consentida,Rayito Colombiano,Cicatrices,MXUM70801969,175,2007,3,12
La Negra Tiene Tumbao,Celia Cruz,La Reina Y Sus Amigos,NLB630100221,240,2020,6,16
Bonita Pero Mentirosa,Alfredo Lopez La Voz de Puebla,Desde Que Llegaste,QM6DC1730030,212,2001,7,18
Talento De Televisión,Willie Colón,Mis Favoritas,NLB639560009,274,1999,11,26
Hoy Tengo Ganas De Ti,Wence Y Su Grupo,20 Cumbias Con Amor,CA5KR1835483,218,1993,10,15
La Cumbia Del Garrote,Los Del Garrote,Los Del Garrote,MXF119908105,103,2018,6,13
La Traigo Bien Parada,Los Súper Caracoles,La Traigo Bien Parada,QZHZ31933084,259,2005,2,10
Na Na Na (Dulce Niña),A.B. Quintanilla III Y Los Kumbia Kings,"A.B. Quintanilla III Presents Kumbia Kings Greatest Hits ""Album Versions""",USEL10400300,144,2001,6,13
La Noche de Setiembre,Centeno,Sonideras Peruanas: Cumbias & Guarachas Limpias,PEIFP2100302,197,2020,5,1
A Breath of Fresh Air,DaniSogen,In Search of Peace,GBKQU2246775,286,2019,12,31
The Road Goes Even On,Mondo Loops,Forest Kingdom,GBKQU2273141,250,2006,11,10
Friday Night With You,Pandrezz,Feelin Better,GBKQU2194072,298,2021,8,22
Tomorrows That Follow,ENRA,Tomorrows That Follow,TCAET2064640,164,1990,2,19
Everything Went Quiet,cxlt.,4 Am. Study Session,GBKQU2144260,228,2011,8,26
Una Noche en Medellín,Cris Mj,Una Noche en Medellín,QM4TW2218961,288,2013,10,13
Tiene Espinas El Rosal,Grupo Cañaveral De Humberto Pabón,"Grupo Cañaveral, Vol. III",MXF331110553,106,2000,3,10
Un Monton De Estrellas,Polo Montañez,Memoria,FRX620020060,138,2018,2,15
Los Caminos De La Vida,La Tropa Vallenata,Los Caminos De La Vida,MXUM70801653,212,1993,12,2
Sin Alma Y Sin Corazon,La Sonora De Macondo,Sin Alma Y Sin Corazon,USJ3V1098452,107,2021,9,20
La Ruana Exito Siboney,Los Wawanco,La Ruana Exito Siboney,TCADS1894518,220,2013,3,17
La Vida Es Un Carnaval,Celia Cruz,Exitos Eternos,USWWW0202664,175,1998,7,22
Amores Como el Nuestro,Los Charros,corazon de papel,ARF060601467,295,2009,12,23
i hope this never ends,Jhove,new beginnings,GBLV62118086,184,1995,9,24
See You When I See You,Team Astro,Travelers,GBKQU2108801,290,1996,11,22
Let Me Get You A Glass,Celestial Alignment,Precious Moments,GBKQU2109839,238,2007,10,10
Ya No Somos Ni Seremos,Christian Nodal,Ya No Somos Ni Seremos,MXF012200055,172,2002,9,5
Won't Forget You - Edit,Shouse,Won't Forget You,USA2P2201279,202,2005,8,25
Get Down Saturday Night,Gorgon Breath,Get Down Saturday Night,DES232100630,225,2022,7,2
Heal Me - Biscits Remix,FARR,Heal Me,ZZOPM2003271,226,2000,9,23
¿Y Qué Tal Si Funciona?,Yuridia,¿Y Qué Tal Si Funciona?,MXF012200203,245,2002,12,19
Yo No Sé Mañana (salsa),Luis Enrique,Ciclos,FR6V81056583,105,2016,12,6
Tus Jefes No Me Quieren,Grupo Ensamble,Tus Jefes No Me Quieren,ushm81869569,216,2017,7,3
La Cumbia De La Cerveza,Grupo Sonador,Lo Nuevo Y...Lo Mejor,QMHUY1452442,192,2019,1,28
Las Mujers No Se Acaban,Grupo Kual? Dinastia Pedraza Es Grupo Kein?,Para Que La Cuña Apriete,USAGX0501365,168,2000,11,10
He Sentido Amor Tun Tun,Grupo Los Kiero de Edgar Zacary,Sólo Éxitos,GBLFP1802053,182,1990,12,5
Until The Morning Comes,softy,The Beauty Around Us,GBLV62026694,167,2022,8,18
I Can't Do This Anymore,Amess,Are we okay?,GBKQU2205699,115,1995,2,16
Voices of the Ancestors,DaniSogen,The Magic Unfolds,GBKQU2218080,134,1994,1,21
"clear eyes, blind sight",Kainbeats,blindsighted,GBKQU2191760,297,2008,5,23
I Want To See You Smile,Lilac,When I Dreamt of You,GBKQU2161340,104,2005,6,30
Cold Heart - PNAU Remix,Elton John,The Lockdown Sessions,GBUM72104705,172,2010,5,18
En El Radio Un Cochinero,Victor Cibrian,En El Radio Un Cochinero,USDXS2201437,295,2010,10,1
Se Me Perdio La Cadenita,La Sonora Dinamita,Paradas Continuas,MX1900900135,197,2007,1,8
Me Volví A Acordar De Ti,Los Angeles De Charly,La Más Completa Colección (Disc 1 -Mexico Version),USFI20100876,297,2013,1,28
El Diario De Un Borracho,Aniceto Molina,El Condor Legendario,USZUP1011664,206,1998,5,18
El Hombre Es Como El Oso,azul azul,Apretaito,USUL10300814,214,1999,1,9
Conversations in Reverse,cxlt.,A Moment Away,GBKQU2262873,178,2001,4,22
En El Radio Un Cochinero,Victor Cibrian,En El Radio Un Cochinero,USDXS2201437,152,2012,5,4
Last Resort - The Rework,Papa Roach,Last Resort (The Rework),USUM71804830,122,2001,10,11
Ya Se Ha Muerto Mi Abuelo,Juaneco Y Su Combo,Leyenda Amazónica,PEIF21101009,271,2003,7,13
"Llorando Se Fue ""Lambada""",Cuarteto Continental de Alberto Maraví,El Auténtico e Imbatible,PEIF21102002,239,2006,6,3
"Vete al Infierno ""Solito""",Claudío Morán y Los Universales,Sonideras Peruanas: Cumbias & Guarachas Limpias,PEIF21703158,195,2010,11,16
I Thought We Were Friends,Yasumu,Creating Memories,GBKQU2178411,178,2020,1,28
STAY (with Justin Bieber),The Kid LAROI,F*CK LOVE 3: OVER YOU,USSM12103949,178,2012,3,24
Bam Bam (feat. Ed Sheeran),Camila Cabello,Familia,USSM12200047,225,1994,11,6
My Love (feat. Jess Glynne),Route 94,My Love (feat. Jess Glynne),GBQGW1300182,243,2001,6,15
Moment - Mahmut Orhan Remix,PaulWetz,Moment (Mahmut Orhan Remix),DES232200350,247,2000,1,16
Si Te La Encuentras Por Ahí,Feid,Si Te La Encuentras Por Ahí,USUM72214628,188,2012,9,21
La Última Coca del Desierto,Los Master Plus,Puro Cumbión Legendario,MX3741801302,101,2015,10,29
It's Alright To Feel Afraid,tender spring,A Friendly Warmth,GBLV62025237,234,1993,3,23
the stars outside my window,Jhove,new beginnings,GBLV62118092,148,1990,4,21
Deep Down (feat. Never Dull),Alok,Deep Down (feat. Never Dull),DEE862200810,223,2000,1,21
El Chico Del Apartamento 512,Selena,Amor Prohibido,USEL19400015,124,2006,2,11
Estoy Saliendo Con un Chabon,Los Sultanes,Grandes Exitos,US7VG1331529,215,1993,4,26
Espero Que Te Acuerdes de Mi,Agrupación Cariño,Sólo Éxitos,US7VG1692918,194,1990,1,1
I'll Meet You At The Station,Louk,Can We Talk,GBKQU2140168,240,1990,1,1
Place I've Never Been Before,DaniSogen,Enchantments,GBKQU2175198,212,2016,4,11
Do It Better (feat. Zoe Wees),Felix Jaehn,Do It Better (feat. Zoe Wees),DEUM72202588,224,2001,4,3
Lauren (I Can't Stay Forever),Oden & Fatzo,Lauren (I Can't Stay Forever),DEE862102011,214,2021,7,26
No Me Arrepiento de Este Amor,Gilda,20 Grandes Exitos,ARF060902058,150,2011,5,10
Siempre Es la Misma Situación,Barrabox,Moviendo la Cola,QM6N21764486,268,2005,11,28
Jimmy Cooks (feat. 21 Savage),Drake,"Honestly, Nevermind",USUG12204897,146,1996,3,1
La Boda Del Huitlacoche - Live,Carin Leon,Borrachera Con Los Honorables (Live),ESA011782921,219,1991,6,17
La Boda Del Huitlacoche - Live,Carin Leon,Borrachera Con Los Honorables (Live),ESA011782921,227,2017,7,20
Llorar y Llorar - con Carin Leon,Mau y Ricky,Llorar y Llorar (con Carin Leon),USSD12200413,167,2008,7,15
Bidi Bidi Bom Bom - 1994 Version,Selena,Amor Prohibido,USEL19400290,293,2014,3,9
Cumbia sobre el río / Interludio,Celso Piña,Barrio Bravo,MXF160001112,247,2013,5,12
"Don't Worry, I'll Always Be Here",tender spring,A Friendly Warmth,GBLV62025241,183,2018,6,16
La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,La Llevo Al Cielo (Ft. Ñengo Flow),USUM72201829,160,2013,11,12
B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,B.O.T.A. (Baddest Of Them All),QZAKB2166405,140,2020,9,6
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",UYB282201028,132,2002,9,10
La Monjita Voladora - Cumbia Sonidera,Grupo Toca Recio,La Monjita Voladora - Cumbia Sonidera,TCAEL1932106,218,2000,9,25
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",UYB282201028,165,1990,10,20
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",UYB282201028,105,1994,9,2
Bad Decisions (with BTS & Snoop Dogg),benny blanco,Bad Decisions (with BTS & Snoop Dogg),USUM72210832,228,2016,6,25
Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,GBCNR8500002,120,2018,10,2
"Pensando en Ti ""La Salsa Rockanrolera""",Popy y Sus Pirañas,Sonideras Peruanas: Cumbias & Guarachas Limpias,PEIFP2100305,234,2005,7,7
Running Up That Hill (A Deal With God),Kate Bush,Hounds Of Love,GBCNR8500002,210,2006,1,7
Pero La Recuerdo - Cumbia Santa Maria -,Pancho Barraza,Inventame Un Amor,MXF399601972,259,2015,9,21
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,Left and Right (Feat. Jung Kook of BTS),USAT22205563,178,2002,6,20
I Like You (A Happier Song) (with Doja Cat),Post Malone,Twelve Carat Toothache,USUM72208023,271,1993,10,28
Que nadie sepa mi sufrir (Amor de mis amores),Margarita la diosa de la cumbia,30 Aniversario,MXF160101823,242,1993,4,22
With Arms Wide Open - New Version With Strings,Creed,Human Clay,USWU39914053,279,2022,7,30
"Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51",UYB282201027,250,2007,9,30
La Danza de los Mirlos (Cumbia de los Pajaritos),Los Mirlos,Cumbia Amazonica,PEIF21101002,238,2020,8,6
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),USA2P2135437,158,2008,4,15
Bomboro Quiñá Quiñá (with Rubén Albarrán) - En Vivo,La Sonora Santanera,La Sonora Santanera en Su 60 Aniversario,MXF011600062,143,2022,11,12
Cumbias Pegaditas Norteñas: Tómalo o Déjalo / Paloma Ajena / Amor Ausente,Cuarteto Continental de Alberto Maraví,Cumbias Pegaditas Norteñas: Tómalo o Déjalo / Paloma Ajena / Amor Ausente,PEIFP2000031,132,1999,7,1
